Job_Id,Location,HR,Company_id,Job_Title
1112,"Bangalore","Noopur Shukla",50083,"Area Lead Manager"
1113,"Bangalore","Aafrin Sultanak",50084,"Software Engineer"
1116,"Bangalore","Kalpna Farswan",50087,"Frontend Developer"
1118,"Bangalore","Ankit Y",50089,"Senior Sales Executive / Sales Manager"
1121,"Bangalore","Anoushka Goswami",50092,"SRE"
1122,"Bangalore","Madhavi Dixit",50093,"SRE"
1123,"Bangalore","Upasana Kayal",50094,"Product Analyst"
1124,"Bangalore","C J Rahul David",50070,"VP - Engineering"
1125,"Bangalore","Marsina Waffa",50095,"Demand Generation Associate"
1126,"Bangalore","Sudhindra MG Rao Sudhi",50096,"Support Engineer (Kafka)"
1128,"Bangalore","Nikita Jaiswal",50069,"Senior Site Reliability Engineer"
1130,"Bangalore","Manish Nirwal",50099,"QA Engineer"
1131,"Bangalore","Manish Nirwal",50099,"Software Development Engineer"
1136,"Bangalore","Gunjan Goyal",50103,"Senior Manager - Penetration Testing"
1137,"Bangalore","Sujana V",50104,"Senior Software Engineer"
1138,"Bangalore","Anita Mariam Jacob",50105,"Senior Data Scientist"
1139,"Bangalore","Meenakshi Joshi",50106,"Product Manager - I"
1143,"Bangalore","Uzma Tabassum",50035,"Senior Software Engineer"
1144,"Bangalore","Uzma Tabassum",50035,"Senior Software Engineer"
1145,"Bangalore","Uzma Tabassum",50035,"Senior Software Engineer"
1146,"Bangalore","Roopini Raghul",50110,"Senior Specialist - Finance Technical Reporting"
1150,"Bangalore","Krishna Chaitanya Reddy Katta KC",50112,"Principal Product Manager - Core Payments"
1151,"Bangalore","Seemi Ejaz",50113,"Software Engineer - Python & Django"
1152,"Bangalore","Meenal Sharma",50114,"Backend Engineer - Security"
1157,"Bangalore","Meenakshi Joshi",50106,"Senior Product Manager"
1158,"Bangalore","Shiva Sharai",50069,"Senior Site Reliability Engineer"
1161,"Bangalore","Madhusmita M",50118,"Fullstack Architect"
1163,"Bangalore","Meenal Sharma",50114,"Backend Developer"
1164,"Bangalore","Archana Tr",50120,"Frontend Developer"
1166,"Bangalore","Payal Arora",50074,"Engineering Manager - Retail Apps"
1167,"Bangalore","Payal Arora",50074,"Senior Software Engineer - Retail Apps"
1168,"Bangalore","Payal Arora",50074,"Software Engineer - Retail Apps"
1170,"Bangalore","Shweta Agrawal",50123,"Data Scientist"
1171,"Bangalore","Shweta Agrawal",50123,"Tech Lead Manager"
1174,"Bangalore","Nikita Sah",50126,"iOS Engineer"
1179,"Bangalore","Akshatha Hydri",50131,"Senior Full Stack Engineer"
1181,"Bangalore","Fatma",50133,"SDET"
1183,"Bangalore","Navya C M",50056,"UI Developer"
1184,"Bangalore","Jafar Shaik Hehim",50035,"Engineering Manager"
1185,"Bangalore","Atul Kumar",50135,"BDM"
1186,"Bangalore","Shashwat Shukla",50136,"SDE - 2 Backend"
1187,"Bangalore","Anupam Gandhi",50062,"Lead QA Engineer"
1188,"Bangalore","Nikita Gandhi",50137,"Tech Lead"
1189,"Bangalore","Pooja Sharma",50133,".NET Developer"
1191,"Bangalore","Pardeep Singh",50139,"Sr. SDET"
1192,"Bangalore","Khalid",50140,"Sr. Engineering Manager"
1193,"Bangalore","Rashmi Rao",50141,"Graphic Designer"
1196,"Bangalore","Lithin Raj",50144,"Data Engineer - AVP"
1197,"Bangalore","Savita Sarangi",50086,"Software Engineer"
1198,"Bangalore","Shahida",50014,"SSE - Frontend"
1199,"Bangalore","Raj Pandit",50145,"Lead / Staff - UI"
1202,"Bangalore","Vishal Negi",50126,"Android Developer"
1203,"Bangalore","Vishal Negi",50126,"iOS Developer"
1204,"Bangalore","Reshma Dsouza",50147,"Network Engineer With C++"
1207,"Bangalore","Roshan Srivastav",50032,"Data Engineer"
1209,"Bangalore","Shahida",50014,"SDE II Frontend"
1210,"Bangalore","Shahida",50014,"SSE Backend"
1211,"Bangalore","Keerthi K",50150,"ENOVIA Developer"
1216,"Bangalore","Madan Raj",50154,"Content Creator - Video Shoot + Editing"
1220,"Bangalore","Sneha Halimani",50158,"iOS Developer"
1223,"Bangalore","Sumitabh Ghosh",50161,"SDE 3"
1224,"Bangalore","Chirag Hirani",50162,"Assistant Sales Manager"
1229,"Bangalore","Navya C M",50166,"Data Engineer"
1235,"Bangalore","Aishwarya Tandon",50171,"Frontend Engineer"
1236,"Bangalore","Likhitha B N",50172,"Cloud Security Engineer"
1239,"Bangalore","Ashwin N",50174,"Android Developer"
1244,"Bangalore","Asha L",50034,"Hadoop Administrator"
1245,"Bangalore","Divya Sharma",50081,"Principal Software Engineer"
1246,"Bangalore","Priyanka Paul",50011,"SRE - TKG"
1249,"Bangalore","Meghashree Ramesh",50178,"Android Developer 2"
1252,"Bangalore","Anandamoyee Nandiroy",50181,"Software Engineer"
1254,"Bangalore","Mahima",50183,"Senior Software Engineer - Golang"
1255,"Bangalore","Ramya Tanya",50022,"DevOps Engineer"
1256,"Bangalore","Deval Talati Shah",50184,".NET Core Developer"
1257,"Bangalore","Manish Nirwal",50099,"Product Manager"
1259,"Bangalore","Chetan Kumar Marturkar",50144,"Data Scientist"
1260,"Bangalore","Navdeep Kaur",50186,"Backend Developer - Java"
1262,"Bangalore","Ipshita Samantroy",50034,"Machine Learning Engineer"
1263,"Bangalore","Nisha Sharma",50187,"Data Analyst"
1264,"Bangalore","Ramya Tanya",50188,"SSE / FE"
1274,"Bangalore","Fathima Zoya",50197,"Accounts Executive"
1275,"Bangalore","Suranjan Barman",50089,"Sales Executive / Senior Sales Executive"
1276,"Bangalore","Suranjan Barman",50089,"Senior Sales Executive / Sales Manager"
1284,"Bangalore","Fathima Zoya",50197,"Sales Consultant"
1285,"Bangalore","Aditi Tyagi",50199,"Staff Engineer - Java Full Stack"
1286,"Bangalore","Riya Prasad",50200,"Staff Software Engineer"
1289,"Bangalore","Rashmi Srivastava",50202,"Senior Data Scientist"
1290,"Bangalore","Shamim Siddiqui",50202,"Senior Data Scientist"
1291,"Bangalore","Akhila Hs",50062,"Lead Data Engineer"
1292,"Bangalore","Arun M",50181,"Senior iOS Developer"
1293,"Bangalore","Manish Nirwal",50087,"DevOps Cloud Engineer"
1294,"Bangalore","Manish Nirwal",50087,"DevOps Cloud Engineer"
1297,"Bangalore","Sachin K J",50164,"Sales Specialist"
1299,"Bangalore","Ayushi Srivastava",50006,"Salesforce Developer"
1300,"Bangalore","Akshitha M HR Talent Acquisition",50206,"Inside Sales Executive"
1301,"Bangalore","Manzar Imam",50207,"Admission Counsellor"
1302,"Bangalore","Aaliya Baxamusa",50207,"Senior Business Operations Associate"
1304,"Bangalore","Talent Acquisition Team",50209,"Business Development Executive"
1307,"Bangalore","Sindhuja",50206,"Software Developer"
1309,"Bangalore","Shivani Garg",50167,"Product Manager - Merchant Product"
1312,"Bangalore","Nikita Rai",50188,"Frontend Developer (React Native)"
1313,"Bangalore","Priyanka Mahindrakar",50188,"Senior Software Engineer - Frontend"
1314,"Bangalore","Priyanka Mahindrakar",50188,"Software Engineer - Frontend"
1321,"Bangalore","Osama Khan",50216,"SDE - 1 Frontend"
1323,"Bangalore","Raghu Tenneti",50101,"ML Engineer"
1324,"Bangalore","Nikita Rai",50188,"Senior Software Engineer"
1325,"Bangalore","Archana Tr",50200,"Software Engineer"
1331,"Bangalore","Shama Afroj",50222,"Site Reliability Engineer - II"
1334,"Bangalore","Archana Tr",50120,"Android Architect"
1337,"Bangalore","Kirthika T",50218,"Full Stack Developer"
1338,"Bangalore","Nikita Sah",50001,"SDE 3"
1339,"Bangalore","Gangadhara Reddy",50155,"Backend, Node.js Python Developer"
1340,"Bangalore","Gangadhara Reddy",50155,"Senior Product Manager"
1341,"Bangalore","Ayushi Srivastava",50006,"ServiceNow Developer"
1343,"Bangalore","Archana Tr",50120,"iOS Architect"
1347,"Bangalore","Navya C M",50006,"Salesforce Administartor"
1349,"Bangalore","Satyajit Kumar Mittra",50229,"Associate Architect - Cloud Security"
1350,"Bangalore","Aishwarya Kothari",50101,"Android Developer"
1351,"Bangalore","Angelina Tiwari",50109,"Lead Engineer - ESI Vcenter, Vsphere"
1352,"Bangalore","Angelina Tiwari",50109,"Lead Engineer - ESXI, Vcenter, Vsphere"
1354,"Bangalore","Siddhartha S",50155,"Senior Product Manager"
1355,"Bangalore","Tanvi Sinha",50231,"Data Engineer (Snowflake)"
1360,"Bangalore","Seemi Ejaz",50233,"Senior Backend Engineer"
1361,"Bangalore","Akshitha M HR Talent Acquisition",50206,"Assistant Manager"
1362,"Bangalore","Sirin Riaz",50234,"Senior Product Manager"
1363,"Bangalore","Ramya Shetty",50235,"Fullstack Develoepr - SDE2"
1364,"Bangalore","Divya Sharma",50081,"Principal Software Engineer"
1368,"Bangalore","Nirmala N Naik",50237,"Cloud Engineer"
1369,"Bangalore","Selvi U",50129,"DOT .NET Developer"
1371,"Bangalore","Vishakha Tyagi",50011,"Salesforce Architect"
1374,"Bangalore","Rahul Narula",50155,"Senior Product Manager"
1376,"Bangalore","Karthik T",50242,"Insight Analyst"
1377,"Bangalore","Avinash Ks",50243,"Lead Developer - API"
1380,"Bangalore","Ariba Zaidi",50101,"Senior Software Engineer - Frontend"
1381,"Bangalore","Ariba Zaidi",50101,"Sr. Software Engineer - Data"
1382,"Bangalore","Ariba Zaidi",50101,"Staff Software Engineer"
1383,"Bangalore","Anoushka Goswami",50246,"Flutter Developer"
1393,"Bangalore","Amit Kumar",50109,"Front End Developer - Angularjs"
1394,"Bangalore","Saranya R",50252,"Software Engineer"
1397,"Bangalore","Talent Acquisition Line",50185,"Content Writer"
1400,"Bangalore","Monika Srivastava",50070,"VP Engineering"
1401,"Bangalore","Career S",50254,"Mobile Developer"
1402,"Bangalore","Career S",50254,"React Mobile Developer"
1403,"Bangalore","Vinod Kumar",50255,"Inside Sales Representative"
1405,"Bangalore","Ravi Dubey",50155,"Engineering Manager - Node.js & Python"
1406,"Bangalore","Ravi Dubey",50155,"Senior Product Manager (Payment)"
1407,"Bangalore","Ravi Dubey",50155,"Senior Product Manager - Credit & Lending"
1408,"Bangalore","Ravi Dubey",50155,"Senior Product Manager - Fintech"
1410,"Bangalore","Ayushi Srivastava",50129,"Dotnet Developer"
1416,"Bangalore","Prachi Jain",50043,"Data Scientist"
1417,"Bangalore","Aneesa Pathan",50261,"Android Developer"
1418,"Bangalore","Sandhiya S",50262,"Engineering Manager"
1419,"Bangalore","Rahul Prakash",50263,"Frontend SDE4"
1422,"Bangalore","Esha Jain",50266,"DBA - Site Reliability Engineer"
1426,"Bangalore","Shoyeeb Ahamed Magami",50268,"Vice President of Engineering"
1428,"Bangalore","Muskan Grover",50270,"Full Stack Developer"
1431,"Bangalore","Smrudhi Gauns",50273,"Principle Software Engineer (Data Plane and AAA)"
1432,"Bangalore","Nikita Joshi",50274,"Frontend Developer"
1433,"Bangalore","Nancy Sharma",50069,"Senior Cloud Engineer"
1434,"Bangalore","Aneesh Vikram",50275,"Program Manager"
1435,"Bangalore","Aneesh Vikram",50275,"Technical Program Manager"
1437,"Bangalore","Ekta V",50276,"Category Manager"
1438,"Bangalore","Muskan Grover",50270,"Senior Software Engineer"
1439,"Bangalore","Kavya Dodda",50272,"Full Stack Developers - Java"
1441,"Bangalore","Manzar Imam",50155,"Senior Product Manager"
1444,"Bangalore","Samiya Shaik",50074,"Product Owner - Retail Apps"
1447,"Bangalore","Ankita Das Sheherhers",50109,"Senior / Member of Technical Staff"
1448,"Bangalore","Ananda Pandey",50043,"Frontend Engineet - SDE1 / SDE2"
1451,"Bangalore","Aneesh Vikram",50275,"Product Manager - Cloud"
1453,"Bangalore","Bhawana Singh",50283,"Project Lead / Test Engineer"
1454,"Bangalore","Bhawana Singh",50283,"Quality Assurance Engineer"
1458,"Bangalore","Aishwarya Rana",50285,"Software Developer"
1459,"Bangalore","Megha Dave",50243,"Senior DevOps Engineer"
1460,"Bangalore","Lakshmi Reddy",50286,"UI Artist"
1461,"Bangalore","Aneesh Vikram",50275,"Product Manager"
1462,"Bangalore","Priyanka Paul",50227,"Full Stack Developer"
1463,"Bangalore","Jai Prakash",50287,"Digital Marketing Executive"
1465,"Bangalore","Sabina Sultana",50289,"Front End Engineer"
1472,"Bangalore","Niharika Sharma",50295,"SDE"
1475,"Bangalore","Navdeep Kaur",50186,"Data Analyst"
1477,"Bangalore","Akriti Singh",50123,"Data Scientist"
1478,"Bangalore","Niharika Sharma",50295,"Product Manager"
1479,"Bangalore","Niharika Sharma",50295,"QA Engineer"
1480,"Bangalore","Navya C M",50129,".NET Developer"
1483,"Bangalore","Ayushi Srivastava",50166,"React.js / Angular JS Developer"
1484,"Bangalore","Rituparna Borah",50014,"Data Engineer"
1485,"Bangalore","Selvakumar S",50260,"Senior Software Developer"
1486,"Bangalore","Mansi Saxena",50120,"Release Engineer"
1487,"Bangalore","Mansi Saxena",50120,"Security Engineer"
1491,"Bangalore","Rekha B",50129,".NET Developer"
1492,"Bangalore","Adharsh A",50302,"Frontend Developer"
1493,"Bangalore","Priyanka Paul",50227,"Backend Java Developer"
1497,"Bangalore","Shashank Gupta",50114,"Business Development Representative / Executive"
1498,"Bangalore","Saksham Sharma",50304,"Functional Architect"
1502,"Bangalore","Sneha Khandelwal",50307,"SFDC - Technical Lead"
1506,"Bangalore","Oshin Garg",50310,"Java Fullstack"
1514,"Bangalore","Mythili Achappa",50313,"DevOps - SDE 2"
1515,"Bangalore","Rovena Dsouza",50314,"UI Developer"
1516,"Bangalore","Oshin Garg",50310,"Java Developer"
1517,"Bangalore","Sindhuja",50315,"Product Manager"
1518,"Bangalore","Sweta Barman",50316,"Data Scientist"
1521,"Bangalore","Revathy Chandran",50069,"Delas06E - Lead Full Stack Developer"
1524,"Bangalore","Rajan Gupta",50321,"Trainer Game Programming"
1525,"Bangalore","Madhuri Sandur",50322,"Partner Marketing Manager"
1529,"Bangalore","Rajni Mishra",50001,"Senior DevOps Engineer"
1530,"Bangalore","Rajni Mishra",50001,"System Security Manager"
1532,"Bangalore","Vishakha Tyagi",50011,"Sr. Data Engineer"
1533,"Bangalore","Supriya Vijay",50325,"Technical Program Manager"
1534,"Bangalore","Navya C M",50166,"React.js Developer"
1536,"Bangalore","Sunil Gupta",50327,"Automotive Embedded"
1537,"Bangalore","Vishal Chaudhary",50145,"Staff Frontend Developer"
1538,"Bangalore","Vineeta Singh",50043,"Staff Data Engineer"
1542,"Bangalore","Nikita Sah",50001,"Engineering Manager"
1544,"Bangalore","Jai Nayak",50330,"HR Recruiter"
1545,"Bangalore","Sweta Sharma",50331,"Project Manager"
1546,"Bangalore","Akshaya Gupta",50332,"Video Content Creator - Youtube Channel"
1548,"Bangalore","Akshit Rungta",50333,"Growth Marketeer"
1549,"Bangalore","Akshit Rungta",50333,"Sales Operations Associate"
1553,"Bangalore","Preety",50335,"Business Development Manager"
1555,"Bangalore","Mirza Begum",50337,"Senior AEM Developer With Java"
1556,"Bangalore","Udeshna Boruah Kalita",50338,"SharePoint Developer"
1557,"Bangalore","Popuri Sri Teja",50101,"Lead Product Operations Manager"
1559,"Bangalore","Priyanka Kaushal",50340,"Data Scientist"
1564,"Bangalore","Priyanka Paul",50319,"BI Developer"
1565,"Bangalore","Harshitha S",50134,"Senior Engineering Manager"
1566,"Bangalore","Udeshna Boruah Kalita",50338,"Data Engineer"
1569,"Bangalore","Nikhil Kumar",50081,"Principal Software Engineer"
1571,"Bangalore","Aruna Bahuguna",50345,"BI Administration"
1572,"Bangalore","Sweta Barman",50346,"Engineering Manager"
1573,"Bangalore","Celina Mittal",50347,"Customer Success Manager"
1576,"Bangalore","Khushi Dubey",50350,"VP Engineering - Mobile App Development"
1578,"Bangalore","Mrunal Kankal",50351,"BDA"
1581,"Bangalore","Gopal Rawat",50268,"Lead Product Manager - SAAS"
1584,"Bangalore","Kartik M",50355,"Senior Software Engineer"
1589,"Bangalore","Sujana V",50104,"Brand Specialist"
1593,"Bangalore","Suman Aditya Behera",50360,"Cloud UI Engineer"
1594,"Bangalore","Gopal Rawat",50268,"Lead Product Manager - Platform"
1598,"Bangalore","Pooja Pathak",50070,"VP Engineer"
1604,"Bangalore","Smita Satapathy",50363,"Full Stack Developer"
1612,"Bangalore","Neethu Dharan N",50313,"Product Director"
1613,"Bangalore","Arjun Adlakha",50365,"AVP - Designer"
1616,"Bangalore","Shubham",50368,"Compliance / IT Audit Consultant"
1620,"Bangalore","Sagar Mangtani",50313,"SDE 2"
1621,"Bangalore","Richa Mishra",50370,"Engineering Manager - Front End"
1622,"Bangalore","Shelly Biswas",50371,"Java Test Automation Engineer"
1623,"Bangalore","Sibi K",50235,"Senior Product Manager"
1626,"Bangalore","Gunjan Anand",50372,"SDE 2 Frontend"
1627,"Bangalore","Rayal Rajan",50113,"Software Engineer - React Native"
1630,"Bangalore","Navya C M",50129,"Sr. Java Developer"
1631,"Bangalore","Jayasuma M",50373,"Financial Planning Manager"
1632,"Bangalore","Rituparna Borah",50374,"Tech Lead"
1633,"Bangalore","Rituparna Borah",50374,"Tech Lead"
1637,"Bangalore","Nupur Rajpal",50372,"SDE - 2 - Frontend Engineer"
1638,"Bangalore","Reno Mathew",50375,"Senior Software Engineer"
1640,"Bangalore","Sonica Singh",50377,"Azure Data Engineer"
1641,"Bangalore","Akshatha Hydri",50378,"GCP Data Engineer"
1643,"Bangalore","Rishita Banerjee",50380,"Scala Developer"
1647,"Bangalore","Mansi Saxena",50120,"DevOps Engineer"
1648,"Bangalore","Revanth K",50246,"Flutter Developer"
1649,"Bangalore","Blessy Fernandes",50381,"Business Analyst"
1653,"Bangalore","Ria Sarkar",50380,"Scala Developer"
1654,"Bangalore","Kumar K",50385,"Content Marketing Associate"
1657,"Bangalore","Tabeer Fatima",50351,"Sales Executive"
1658,"Bangalore","Gopikrishnan Kg",50034,"Software Engineer"
1659,"Bangalore","Vishal Negi",50001,"Engineering Manager"
1660,"Bangalore","Mahesh Tanwar",50011,"Senior Data Engineer"
1662,"Bangalore","Swapna Mohan",50158,"iOS Developer"
1663,"Bangalore","Ravi Dubey",50053,"Associate Brand Manager"
1664,"Bangalore","Anupam Gandhi",50062,"Staff Engineer"
1667,"Bangalore","Samuel W",50101,"Software Engineer II (Frontend)"
1668,"Bangalore","Anuj Rai",50101,"Staff Software Engineer"
1670,"Bangalore","Manzar Imam",50155,"Software Engineer - Backend"
1674,"Bangalore","Anoushka Goswami",50390,"Unreal Programmer and 3D Artists"
