Job_Id,Company,Company_id,Founded_In,Emp_count,Skills
2115,"D. E. Shaw",50405,1988,"More than 1000 employees","Python"
2126,"D. E. Shaw",50405,1988,"More than 1000 employees","Python"
2242,"Atlassian",50127,2002,"More than 1000 employees","Python"
2264,"BYJU'S",50270,2011,"More than 1000 employees","Python"
2267,"Indium Software",50613,1999,"More than 1000 employees","Python"
2358,"slice",50647,2016,"More than 1000 employees","Python"
2435,"Altimetrik",50224,2012,"More than 1000 employees","Python"
2436,"Altimetrik",50224,2012,"More than 1000 employees","Python"
2438,"Lumen Technologies",50006,1968,"More than 1000 employees","Python"
2492,"slice",50647,2016,"More than 1000 employees","Python"
2501,"slice",50647,2016,"More than 1000 employees","Python"
2502,"slice",50647,2016,"More than 1000 employees","Python"
2533,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","Python"
2541,"Pure Storage",50716,2009,"More than 1000 employees","Python"
2587,"D. E. Shaw",50405,1988,"More than 1000 employees","Python"
2601,"Uber",50101,2009,"More than 1000 employees","Python"
2606,"Pegasystems",50730,1983,"More than 1000 employees","Python"
2617,"Licious",50532,2015,"More than 1000 employees","Python"
2623,"Inspire Brands",50384,2018,"More than 1000 employees","Python"
2635,"Fanatics",50736,2002,"More than 1000 employees","Python"
2664,"Delhivery",50173,2011,"More than 1000 employees","Python"
2729,"Rakuten",50181,1997,"More than 1000 employees","Python"
2738,"Uber",50101,2009,"More than 1000 employees","Python"
2748,"Uber",50101,2009,"More than 1000 employees","Python"
2791,"Delhivery",50173,2011,"More than 1000 employees","Python"
2806,"Pegasystems",50730,1983,"More than 1000 employees","Python"
2829,"Captain Fresh",50800,2019,"More than 1000 employees","Python"
2840,"JP Morgan",50680,1900,"More than 1000 employees","Python"
3010,"Intellect Design Arena",50165,2014,"More than 1000 employees","Python"
3014,"Persistent Systems",50860,1990,"More than 1000 employees","Python"
3022,"Iron Mountain",50864,1951,"More than 1000 employees","Python"
3023,"Lenskart.com",50158,2008,"More than 1000 employees","Python"
3045,"Freshworks",50040,2010,"More than 1000 employees","Python"
3071,"Cohesity",50849,2013,"More than 1000 employees","Python"
3076,"Uber",50101,2009,"More than 1000 employees","Python"
3077,"Uber",50101,2009,"More than 1000 employees","Python"
3099,"MOURI Tech",50771,2005,"More than 1000 employees","Python"
3100,"MOURI Tech",50771,2005,"More than 1000 employees","Python"
3107,"Angel One",50043,1987,"More than 1000 employees","Python"
3283,"Siemens",50798,1900,"More than 1000 employees","Python"
3287,"Cohesity",50849,2013,"More than 1000 employees","Python"
3295,"Neiman Marcus Group",50950,1907,"More than 1000 employees","Python"
3330,"Ascendion",50939,2022,"More than 1000 employees","Python"
3331,"D. E. Shaw",50405,1988,"More than 1000 employees","Python"
3370,"MOURI Tech",50771,2005,"More than 1000 employees","Python"
3387,"Blinkit",50982,2013,"More than 1000 employees","Python"
3396,"Zepto",50188,2021,"More than 1000 employees","Python"
3426,"UPL",50988,1969,"More than 1000 employees","Python"
3442,"FIS",50993,2005,"More than 1000 employees","Python"
3453,"Rakuten",50181,1997,"More than 1000 employees","Python"
3471,"One Muthoot",50263,2016,"More than 1000 employees","Python"
3483,"Delhivery",50173,2011,"More than 1000 employees","Python"
3537,"Morgan Stanley",50960,1935,"More than 1000 employees","Python"
3569,"PhonePe",50266,2015,"More than 1000 employees","Python"
1143,"Walmart Global Tech India",50035,1962,"More than 1000 employees","JavaScript"
1144,"Walmart Global Tech India",50035,1962,"More than 1000 employees","JavaScript"
1448,"Angel One",50043,1987,"More than 1000 employees","JavaScript"
1072,"Epsilon",50044,2015,"More than 1000 employees","JavaScript"
1834,"Hy-Vee",50074,1930,"More than 1000 employees","JavaScript"
1364,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","JavaScript"
1868,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","JavaScript"
1924,"NinjaCart",50093,2015,"More than 1000 employees","JavaScript"
1380,"Uber",50101,2009,"More than 1000 employees","JavaScript"
1667,"Uber",50101,2009,"More than 1000 employees","JavaScript"
1228,"Intellect Design Arena",50165,2014,"More than 1000 employees","JavaScript"
1264,"Zepto",50188,2021,"More than 1000 employees","JavaScript"
1312,"Zepto",50188,2021,"More than 1000 employees","JavaScript"
1313,"Zepto",50188,2021,"More than 1000 employees","JavaScript"
1314,"Zepto",50188,2021,"More than 1000 employees","JavaScript"
1324,"Zepto",50188,2021,"More than 1000 employees","JavaScript"
1266,"ARi",50190,2006,"More than 1000 employees","JavaScript"
1286,"Allen Career Institute",50200,1988,"More than 1000 employees","JavaScript"
1305,"Deloitte",50210,1845,"More than 1000 employees","JavaScript"
1317,"Deloitte",50210,1845,"More than 1000 employees","JavaScript"
1496,"Teamware Solutions",50255,2003,"More than 1000 employees","JavaScript"
1419,"One Muthoot",50263,2016,"More than 1000 employees","JavaScript"
1426,"Clear",50268,2011,"More than 1000 employees","JavaScript"
1428,"BYJU'S",50270,2011,"More than 1000 employees","JavaScript"
1438,"BYJU'S",50270,2011,"More than 1000 employees","JavaScript"
1439,"Carelon Global Solutions",50272,2017,"More than 1000 employees","JavaScript"
1504,"HCL Technologies",50308,1976,"More than 1000 employees","JavaScript"
1560,"Citi",50341,1900,"More than 1000 employees","JavaScript"
1639,"Ashok Leyland",50376,1948,"More than 1000 employees","JavaScript"
1651,"Infrasoft Technologies",50383,1995,"More than 1000 employees","JavaScript"
1687,"Stanza Living",50396,2017,"More than 1000 employees","JavaScript"
1688,"Stanza Living",50396,2017,"More than 1000 employees","JavaScript"
2045,"Atlassian",50127,2002,"More than 1000 employees","JavaScript"
2066,"Atlassian",50127,2002,"More than 1000 employees","JavaScript"
2124,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","JavaScript"
2203,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","JavaScript"
2248,"EPAM Systems",50555,1993,"More than 1000 employees","JavaScript"
2252,"Adobe",50609,1982,"More than 1000 employees","JavaScript"
2290,"Walmart Global Tech India",50035,1962,"More than 1000 employees","JavaScript"
2303,"Delhivery",50173,2011,"More than 1000 employees","JavaScript"
2358,"slice",50647,2016,"More than 1000 employees","JavaScript"
2365,"Synechron",50649,2001,"More than 1000 employees","JavaScript"
2436,"Altimetrik",50224,2012,"More than 1000 employees","JavaScript"
2524,"Cure.Fit",50172,2016,"More than 1000 employees","JavaScript"
2533,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","JavaScript"
2567,"Epsilon",50044,2015,"More than 1000 employees","JavaScript"
2591,"Walmart Global Tech India",50035,1962,"More than 1000 employees","JavaScript"
2612,"Benesse India",50732,2022,"More than 1000 employees","JavaScript"
2635,"Fanatics",50736,2002,"More than 1000 employees","JavaScript"
2644,"Allen Career Institute",50200,1988,"More than 1000 employees","JavaScript"
2651,"Prudential Corporation Asia",50118,1900,"More than 1000 employees","JavaScript"
2712,"Benesse India",50732,2022,"More than 1000 employees","JavaScript"
2713,"Benesse India",50732,2022,"More than 1000 employees","JavaScript"
2715,"JP Morgan",50680,1900,"More than 1000 employees","JavaScript"
2729,"Rakuten",50181,1997,"More than 1000 employees","JavaScript"
2790,"D. E. Shaw",50405,1988,"More than 1000 employees","JavaScript"
2858,"Walmart Global Tech India",50035,1962,"More than 1000 employees","JavaScript"
2887,"Uber",50101,2009,"More than 1000 employees","JavaScript"
2908,"Walmart Global Tech India",50035,1962,"More than 1000 employees","JavaScript"
2962,"NinjaCart",50093,2015,"More than 1000 employees","JavaScript"
2963,"NinjaCart",50093,2015,"More than 1000 employees","JavaScript"
2974,"Morningstar",50846,1984,"More than 1000 employees","JavaScript"
3005,"Intellect Design Arena",50165,2014,"More than 1000 employees","JavaScript"
3025,"PhonePe",50266,2015,"More than 1000 employees","JavaScript"
3079,"Cohesity",50849,2013,"More than 1000 employees","JavaScript"
3099,"MOURI Tech",50771,2005,"More than 1000 employees","JavaScript"
3162,"MOURI Tech",50771,2005,"More than 1000 employees","JavaScript"
3220,"Omnicell",50931,1992,"More than 1000 employees","JavaScript"
3251,"Ascendion",50939,2022,"More than 1000 employees","JavaScript"
3308,"Adobe",50609,1982,"More than 1000 employees","JavaScript"
3315,"Rakuten",50181,1997,"More than 1000 employees","JavaScript"
3338,"Jio Platforms Limited",50810,2019,"More than 1000 employees","JavaScript"
3358,"Indium Software",50613,1999,"More than 1000 employees","JavaScript"
3391,"HCL Technologies",50308,1976,"More than 1000 employees","JavaScript"
3422,"Rakuten",50181,1997,"More than 1000 employees","JavaScript"
3446,"Uber",50101,2009,"More than 1000 employees","JavaScript"
3470,"One Muthoot",50263,2016,"More than 1000 employees","JavaScript"
3482,"Angel One",50043,1987,"More than 1000 employees","JavaScript"
3495,"CLR Facility Services",51006,2002,"More than 1000 employees","JavaScript"
3552,"Adobe",50609,1982,"More than 1000 employees","JavaScript"
3553,"Airbnb",51025,2008,"More than 1000 employees","JavaScript"
1143,"Walmart Global Tech India",50035,1962,"More than 1000 employees","React.js"
1144,"Walmart Global Tech India",50035,1962,"More than 1000 employees","React.js"
1448,"Angel One",50043,1987,"More than 1000 employees","React.js"
1948,"Angel One",50043,1987,"More than 1000 employees","React.js"
1101,"Hy-Vee",50074,1930,"More than 1000 employees","React.js"
1102,"Hy-Vee",50074,1930,"More than 1000 employees","React.js"
1167,"Hy-Vee",50074,1930,"More than 1000 employees","React.js"
1168,"Hy-Vee",50074,1930,"More than 1000 employees","React.js"
1834,"Hy-Vee",50074,1930,"More than 1000 employees","React.js"
1109,"Advanced Business and Healthcare India",50081,2010,"More than 1000 employees","React.js"
1924,"NinjaCart",50093,2015,"More than 1000 employees","React.js"
1380,"Uber",50101,2009,"More than 1000 employees","React.js"
1161,"Prudential Corporation Asia",50118,1900,"More than 1000 employees","React.js"
1172,"Owens & Minor",50124,1882,"More than 1000 employees","React.js"
1391,"Owens & Minor",50124,1882,"More than 1000 employees","React.js"
1480,"Flatworld Solutions",50129,2002,"More than 1000 employees","React.js"
1491,"Flatworld Solutions",50129,2002,"More than 1000 employees","React.js"
1264,"Zepto",50188,2021,"More than 1000 employees","React.js"
